transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,standardized_product_name,total_amount,value_tier,transaction_day_of_week,Manager,Branch,City,Country,lat,lon,transaction_month,order_period_num,cohort_month,cohort_index
T0302,2020-11-17,C2108,Hea,2.0,670.4798913854338,paypal,completed,Headphones,1340.9597827708676,Medium,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-11,24251,2020-06,5
T0303,2020-12-28,C4785,Smartphone,1.0,527.445927875622,creditcard,completed,Smartphone,527.445927875622,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-12,24252,2020-01,11
T0304,2022-04-12,C1803,Laptop,5.0,140.6198774288747,paypal,complete,Laptop,703.0993871443735,Medium,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-04,24268,2020-01,27
T0311,2022-06-08,C3494,Coffee Machine,936.0,520.8493387401068,creditcard,failed,Coffee Machine,487514.98106073996,High,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-06,24270,2021-12,6
T0313,2021-06-30,C654,Coffee Machine,1.0,520.8493387401068,cash,failed,Coffee Machine,520.8493387401068,Low,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2021-06,24258,2021-06,0
T0317,2022-09-19,C4635,Smartphone,1.0,983.6168855720676,creditcard,complete,Smartphone,983.6168855720676,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-09,24273,2020-06,27
T0319,2020-01-14,C3479,Headphones,410.0,528.3910851569777,paypal,completed,Smartphone,216640.34491436087,High,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-01,24241,2020-01,0
T0323,2024-11-02,C2361,Headphones,2.0,528.3910851569777,creditcard,pending,Smartphone,1056.7821703139555,Medium,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-11,24299,2020-09,50
T0328,2024-10-09,C1878,Headphones,989.0,528.3910851569777,cash,complete,Smartphone,522578.783220251,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-10,24298,2020-07,51
T0333,2023-12-29,C2256,Laptop,584.0,524.3963263783307,creditcard,not specified,Laptop,306247.45460494515,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-12,24288,2020-12,36
T0337,2023-03-02,C4233,Tablet,118.0,519.1465190119866,cash,completed,Tablet,61259.289243414416,High,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-03,24279,2022-07,8
T0338,2023-04-10,C4411,Coffee Machine,1.0,520.8493387401068,cash,pending,Coffee Machine,520.8493387401068,Low,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2023-04,24280,2021-03,25
T0339,2021-08-03,C3229,Coffee Machine,1.0,520.8493387401068,cash,completed,Coffee Machine,520.8493387401068,Low,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2021-08,24260,2020-01,19
T0346,2023-08-14,C3763,Headphones,1.0,528.3910851569777,creditcard,not specified,Smartphone,528.3910851569777,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-08,24284,2020-06,38
T0348,2023-12-19,C967,Smartphone,1.0,458.30857807803295,paypal,completed,Smartphone,458.30857807803295,Low,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-12,24288,2020-02,46
T0351,2021-09-03,C3070,Smartphone,1.0,527.445927875622,creditcard,not specified,Smartphone,527.445927875622,Low,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-09,24261,2020-10,11
T0352,2022-10-16,C2080,Table,1.0,822.9978026249265,cash,completed,Tablet,822.9978026249265,Medium,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-10,24274,2020-03,31
T0355,2021-04-26,C1559,Tablet,5.0,519.1465190119866,paypal,failed,Tablet,2595.732595059933,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-04,24256,2020-01,15
T0358,2022-01-26,C215,Headphones,481.0,505.1016560358623,cash,complete,Smartphone,242953.89655324977,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-01,24265,2020-10,15
T0359,2022-11-29,C3357,Headphones,726.0,528.3910851569777,paypal,pending,Smartphone,383611.92782396585,High,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-11,24275,2020-06,29
T0370,2021-09-21,C2351,Headphones,5.0,528.3910851569777,creditcard,complete,Smartphone,2641.9554257848886,Medium,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-09,24261,2020-06,15
T0373,2020-02-07,C1963,Coffee Machine,7.0,520.8493387401068,creditcard,pending,Coffee Machine,3645.9453711807473,Medium,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2020-02,24242,2020-02,0
T0374,2023-10-23,C1322,Smartphone,1.0,527.445927875622,creditcard,complete,Smartphone,527.445927875622,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-10,24286,2020-01,45
T0383,2020-09-18,C218,Tablet,1.0,111.88623908989376,paypal,completed,Tablet,111.88623908989376,Low,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-09,24249,2020-03,6
T0385,2020-02-06,C1925,Headphones,171.0,528.3910851569777,paypal,not specified,Smartphone,90354.87556184319,High,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-02,24242,2020-02,0
T0386,2023-04-13,C3257,Smartphone,1.0,527.445927875622,paypal,complete,Smartphone,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-04,24280,2020-05,35
T0391,2021-07-09,C343,Laptop,9.0,524.3963263783307,cash,not specified,Laptop,4719.566937404977,Medium,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-07,24259,2020-03,16
T0394,2023-09-19,C2968,Tablet,266.0,444.1461383852306,paypal,not specified,Tablet,118142.87281047134,High,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-09,24285,2020-05,40
T0395,2020-03-13,C4592,Laptop,223.0,524.3963263783307,cash,completed,Laptop,116940.38078236775,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-03,24243,2020-01,2
T0403,2021-12-08,C3011,Headphones,6.0,528.3910851569777,cash,pending,Smartphone,3170.3465109418667,Medium,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-12,24264,2020-05,19
T0408,2022-03-08,C2342,Smar,199.0,623.5779013312855,creditcard,completed,Smartphone,124092.00236492581,High,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-03,24267,2021-01,14
T0410,2020-12-24,C3413,Coffee Ma,253.0,506.34782939947246,paypal,completed,Coffee Machine,128106.00083806654,High,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2020-12,24252,2020-07,5
T0411,2021-08-20,C842,Laptop,2.0,524.3963263783307,creditcard,not specified,Laptop,1048.7926527566615,Medium,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-08,24260,2021-08,0
T0421,2023-07-21,C4963,Headphones,1.0,528.3910851569777,cash,pending,Smartphone,528.3910851569777,Low,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-07,24283,2020-01,42
T0423,2021-12-20,C898,Headphones,1.0,528.3910851569777,creditcard,pending,Smartphone,528.3910851569777,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-12,24264,2021-09,3
T0426,2024-07-25,C1385,Tablet,1.0,519.1465190119866,paypal,complete,Tablet,519.1465190119866,Low,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-07,24295,2020-04,51
T0431,2024-01-10,C1515,Tablet,701.0,519.1465190119866,creditcard,pending,Tablet,363921.7098274026,High,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-01,24289,2020-03,46
T0434,2021-09-14,C4958,Tablet,1.0,519.1465190119866,creditcard,complete,Tablet,519.1465190119866,Low,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-09,24261,2021-03,6
T0436,2022-08-24,C573,Headphones,583.0,528.3910851569777,paypal,failed,Smartphone,308052.002646518,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-08,24272,2021-04,16
T0441,2021-04-28,C1822,Laptop,598.0,175.65593211106244,creditcard,not specified,Laptop,105042.24740241533,High,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-04,24256,2020-04,12
T0443,2022-09-20,C1659,Coffee Machine,3.0,520.8493387401068,cash,completed,Coffee Machine,1562.5480162203203,Medium,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-09,24273,2020-11,22
T0448,2024-01-12,C4227,Headphone,1.0,478.103073947093,creditcard,not specified,Smartphone,478.103073947093,Low,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-01,24289,2020-07,42
