transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,branch,city,country,region,department,manager,lat,lon,value_tier
T1334,2024-08-08,,Smartphone,3.0,,PayPal ,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T68452,2024-08-08,C2015,Smartphone,-9.0,,credit card,Failed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T68000,2024-08-08,C2804,Headphones,417.0,451.6184089454715,PayPal ,Failed,188324.87653026162,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T79249,2024-08-09,C2484,Coffee Machine,6.0,,credit card,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T46281,2024-08-09,C3899,Tablet,-5.0,939.63,creditcard,complete,-4698.15,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T88158,2024-08-09,C455,Headphones,3.0,,PayPal ,completed,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T53984,2024-08-09,C1500,Headphones,-7.0,586.7226091408886,Cash,completed,-4107.0582639862205,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T95849,2024-08-09,C3998,Tablet,-3.0,631.0913827316808,PayPal,Completed,-1893.2741481950425,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T45130,2024-08-09,,Laptop,-9.0,119.71018610766636,PayPal,Failed,-1077.3916749689972,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T31383,2024-08-09,C169,Coffee Machine,-3.0,86.9393814045435,creditcard,completed,-260.8181442136305,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T37513,2024-08-09,C034,Laptop,-1.0,430.7182302479771,pay pal,complete,-430.7182302479771,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T6926,2024-08-09,,Laptop,-3.0,955.0373693818824,creditcard,Failed,-2865.112108145647,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T72038,2024-08-09,C2747,Coffee Machine,6.0,303.38800508122233,PayPal ,complete,1820.328030487334,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T46366,2024-08-09,C3828,Tablet,454.0,142.57205537532116,PayPal,completed,64727.713140395805,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T20095,2024-08-09,C1458,Smartphone,852.0,681.8863332808694,Credit Card,completed,580967.1559553007,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
,2024-08-09,C4268,Coffee Machine,-3.0,972.8021276951852,pay pal,complete,-2918.4063830855557,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T0292,2024-08-09,,Laptop,980.0,233.90225085887437,Cash,Pending,229224.20584169688,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T14542,2024-08-09,C275,Tablet,5.0,116.00677062318351,PayPal,completed,580.0338531159175,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Medium
T16544,2024-08-09,C1934,Smartphone,3.0,,credit card,Failed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T94215,2024-08-09,C1813,Tablet,971.0,,PayPal ,completed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T40193,2024-08-09,C2992,Tablet,7.0,,Cash,complete,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T46061,2024-08-09,C4661,Headphones,215.0,,Credit Card,Pending,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T46281,2024-08-09,C3899,Tablet,-5.0,939.63,creditcard,complete,-4698.15,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T28438,2024-08-09,,Tablet,7.0,906.417625640336,Cash,complete,6344.923379482352,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T36411,2024-08-10,C2427,Tablet,296.0,193.0436496148832,PayPal,,57140.92028600543,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T38678,2024-08-10,C2746,Laptop,-2.0,311.3332269597681,credit card,complete,-622.6664539195363,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T27010,2024-08-10,C1046,Headphones,6.0,380.4,Cash,complete,2282.3999999999996,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T14177,2024-08-10,C4030,Headphones,448.0,,pay pal,,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T97961,2024-08-10,C4304,Headphones,-10.0,968.1984273339876,Cash,completed,-9681.984273339876,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T56295,2024-08-10,C4856,Coffee Machine,-2.0,985.6361959432749,PayPal ,complete,-1971.2723918865497,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T53504,2024-08-10,C1398,Smartphone,633.0,785.2635994889001,credit card,Completed,497071.8584764738,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T19509,2024-08-10,C982,Tablet,7.0,,credit card,,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T67589,2024-08-10,C1262,Headphones,917.0,470.9994544699049,credit card,Completed,431906.4997489028,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
,2024-08-10,C2124,Headphones,427.0,206.31426556770475,Credit Card,Failed,88096.19139740993,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T71424,2024-08-10,C1041,Smartphone,9.0,,Credit Card,,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T92449,2024-08-10,C1026,Headphones,-7.0,434.2384105699592,PayPal,complete,-3039.6688739897145,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T58985,2024-08-10,C3314,Laptop,1.0,760.2754946759496,pay pal,complete,760.2754946759496,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Medium
T4320,2024-08-10,C4967,Smartphone,455.0,723.0206605514879,Credit Card,Pending,328974.40055092704,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T34575,2024-08-10,C3972,Coffee Machine,-4.0,168.94904132405088,pay pal,completed,-675.7961652962035,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T27913,2024-08-10,C2092,Tablet,-10.0,204.29879774669075,Cash,,-2042.9879774669075,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T66582,2024-08-10,C1025,Smartphone,-9.0,299.46128724432094,PayPal ,Completed,-2695.1515851988884,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T61588,2024-08-10,,Laptop,-4.0,,PayPal ,Pending,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T5421,2024-08-11,C1031,Headphones,879.0,,Cash,Pending,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T66292,2024-08-11,C4643,Coffee Machine,102.0,,Credit Card,complete,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T66806,2024-08-11,C836,Coffee Machine,350.0,511.0502617135842,PayPal ,Failed,178867.59159975447,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T0883,2024-08-11,C4474,Smartphone,2.0,,Credit Card,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T6176,2024-08-11,C1989,Headphones,10.0,346.4665913290368,Credit Card,completed,3464.6659132903683,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T0269,2024-08-11,C3990,Coffee Machine,-8.0,810.4362003026442,credit card,Completed,-6483.489602421154,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T91402,2024-08-11,C1512,Laptop,823.0,,pay pal,Failed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T90743,2024-08-11,C4396,Laptop,821.0,199.3044384640703,PayPal ,Pending,163628.94397900172,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T1143,2024-08-11,C1763,Tablet,-4.0,770.7636943763692,credit card,complete,-3083.054777505477,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T9042,2024-08-11,C3281,Headphones,552.0,917.2267008519678,PayPal,complete,506309.13887028623,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T14261,2024-08-11,C3099,Smartphone,-2.0,337.7739749384742,PayPal,,-675.5479498769485,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T27395,2024-08-11,C1802,Coffee Machine,352.0,,creditcard,complete,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T64038,2024-08-11,C3538,Coffee Machine,-4.0,346.7912037664188,PayPal,completed,-1387.1648150656752,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T22055,2024-08-11,C385,Smartphone,-5.0,744.4630667775525,PayPal,Pending,-3722.315333887763,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T11900,2024-08-11,C093,Tablet,585.0,523.48,Credit Card,Failed,306235.8,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T21725,2024-08-11,C2396,Coffee Machine,,992.8664971902056,PayPal,completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T37358,2024-08-11,C3484,Smartphone,9.0,802.7667976591104,creditcard,Completed,7224.901178931993,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T29424,2024-08-11,C1967,Smartphone,-2.0,633.6861966106376,credit card,completed,-1267.3723932212752,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T69945,2024-08-11,,Headphones,818.0,319.88441202731667,Credit Card,Failed,261665.44903834505,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T20741,2024-08-12,,Headphones,-5.0,356.31915190318045,PayPal,Pending,-1781.5957595159023,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T56031,2024-08-12,C1234,Smartphone,9.0,,creditcard,,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T18480,2024-08-12,C3470,Headphones,1.0,703.4080720571205,creditcard,complete,703.4080720571205,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Medium
T48998,2024-08-12,C293,Laptop,,,PayPal ,Pending,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T56774,2024-08-12,C2523,Smartphone,354.0,109.270606660127,PayPal,complete,38681.79475768496,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T27819,2024-08-12,C2154,Coffee Machine,10.0,656.6808391334823,PayPal ,completed,6566.808391334824,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T15793,2024-08-12,C741,Headphones,693.0,183.6054793824669,Credit Card,,127238.59721204957,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T42238,2024-08-12,C4587,Headphones,313.0,650.58,creditcard,,203631.54,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
,2024-08-12,C463,Smartphone,-4.0,,creditcard,completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T25646,2024-08-12,C057,Headphones,-6.0,360.23,pay pal,Failed,-2161.38,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T77737,2024-08-12,C600,Headphones,6.0,,creditcard,Completed,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T16760,2024-08-12,C1108,Smartphone,980.0,281.670149449449,creditcard,Failed,276036.74646046,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T76889,2024-08-12,C3443,Coffee Machine,7.0,,PayPal,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T22575,2024-08-12,C2685,Smartphone,907.0,,credit card,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T19357,2024-08-12,C3829,Tablet,4.0,287.79659698022743,pay pal,Completed,1151.1863879209097,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T13836,2024-08-12,C3782,Smartphone,644.0,,PayPal ,,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
,2024-08-13,C1979,Coffee Machine,272.0,998.194970373822,pay pal,Failed,271509.0319416796,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T67318,2024-08-13,C3986,Coffee Machine,5.0,,credit card,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T28835,2024-08-13,C4123,Coffee Machine,7.0,,PayPal,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T91497,2024-08-13,C4348,Headphones,-10.0,72.29016420428286,credit card,complete,-722.9016420428286,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T73870,2024-08-13,C3102,Laptop,6.0,,Cash,Failed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T23139,2024-08-13,C1370,Coffee Machine,4.0,734.5829218747616,PayPal,Failed,2938.3316874990464,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T1947,2024-08-13,C4363,Headphones,9.0,,PayPal ,,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T40579,2024-08-13,C3116,Coffee Machine,516.0,596.42,credit card,complete,307752.72,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T86175,2024-08-13,C3230,Smartphone,8.0,817.8421916238053,credit card,,6542.737532990443,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T87967,2024-08-13,C662,Coffee Machine,282.0,209.87480234525583,PayPal,Failed,59184.69426136214,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T81019,2024-08-13,C3261,Headphones,6.0,665.853574882087,PayPal,Pending,3995.121449292522,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T89151,2024-08-13,C4958,Coffee Machine,6.0,495.67165881489257,pay pal,completed,2974.0299528893556,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T94159,2024-08-13,C001,Coffee Machine,631.0,,Cash,completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T73265,2024-08-13,C1050,Headphones,-8.0,,PayPal ,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T78720,2024-08-13,C4753,Headphones,774.0,753.06,creditcard,completed,582868.44,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T50708,2024-08-13,C431,Headphones,-8.0,743.724807510484,creditcard,Failed,-5949.798460083872,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
,2024-08-13,C2381,Tablet,710.0,97.84,pay pal,,69466.40000000001,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T49743,2024-08-13,C3555,Headphones,9.0,677.5,PayPal,Pending,6097.5,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T12434,2024-08-13,C3469,Smartphone,648.0,810.470495716503,PayPal,Pending,525184.881224294,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T55356,2024-08-13,C3909,Headphones,-7.0,878.2124804735245,PayPal ,complete,-6147.487363314671,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T71197,2024-08-13,C4651,Laptop,2.0,154.88511939570702,PayPal,Pending,309.77023879141404,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Medium
T30093,2024-08-14,C4184,Headphones,8.0,,creditcard,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T33489,2024-08-14,C3441,Headphones,4.0,,Cash,Pending,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T25314,2024-08-14,C1218,Laptop,150.0,156.58694808911548,pay pal,Completed,23488.042213367324,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T31034,2024-08-14,C4474,Coffee Machine,275.0,112.8892418929304,creditcard,Failed,31044.54152055586,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T76121,2024-08-14,C4814,Smartphone,8.0,511.0252269062961,Cash,,4088.201815250369,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T35846,2024-08-14,C2002,Coffee Machine,3.0,,credit card,Pending,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T62615,2024-08-14,,Smartphone,156.0,390.8817971992302,creditcard,Completed,60977.560363079916,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T59257,2024-08-14,C4479,Headphones,-6.0,302.77253314464656,creditcard,Completed,-1816.6351988678794,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T83755,2024-08-14,C1621,Coffee Machine,589.0,,PayPal,,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T76485,2024-08-14,C3364,Laptop,-4.0,,PayPal,completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T89910,2024-08-14,C4829,Coffee Machine,,530.3152213446482,Credit Card,complete,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T96562,2024-08-14,C3055,Headphones,645.0,531.6164324128522,PayPal ,complete,342892.59890628967,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T18201,2024-08-14,C2799,Smartphone,2.0,957.03,credit card,Completed,1914.06,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T35503,2024-08-14,C882,Tablet,-4.0,410.14541721005327,pay pal,Pending,-1640.581668840213,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T46712,2024-08-14,C2665,Tablet,190.0,,PayPal ,Failed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T22888,2024-08-14,C861,Coffee Machine,,958.9438805456704,Cash,Pending,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T12887,2024-08-14,C3878,Coffee Machine,408.0,234.02,creditcard,Pending,95480.16,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T59714,2024-08-14,C4425,Headphones,749.0,830.265627529535,credit card,Completed,621868.9550196216,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T86738,2024-08-15,C2630,Coffee Machine,7.0,303.93281945669713,credit card,completed,2127.52973619688,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
