Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T87135,2020-01-09,C3973,Laptop,1.0,419.6522780543353,pay pal,
T59339,2020-01-09,C2540,Coffee Machine,-6.0,-495.004717450703,Cash,Failed
T35586,2020-01-09,,Laptop,-4.0,725.0374474739695,PayPal,Pending
T1702,2020-01-09,C2972,Laptop,6.0,902.7673941522156,creditcard,Pending
T73867,2020-01-10,C2403,Laptop,7.0,-305.9970119487275,creditcard,
T86260,2020-01-10,C2124,Smartphone,665.0,,Credit Card,Completed
T28484,2020-01-10,C511,Laptop,521.0,,PayPal ,Pending
T33892,2020-01-10,C181,Headphones,,50.43034329946624,creditcard,completed
T86637,2020-01-10,,Coffee Machine,926.0,,Credit Card,Completed
T22586,2020-01-10,C4342,Laptop,7.0,-494.8199593735042,creditcard,Pending
T87625,2020-01-10,C1304,Tablet,9.0,,PayPal,Pending
T94757,2020-01-10,C4190,Headphones,-7.0,746.2172048260602,pay pal,Failed
T15359,2020-01-10,C4704,Smartphone,548.0,-366.74042091479237,Credit Card,completed
T92377,2020-01-10,C4939,Headphones,210.0,-548.0597826836711,credit card,completed
T53591,2020-01-10,C2542,Tablet,624.0,640.9629219772784,creditcard,complete
T63817,2020-01-10,,Smartphone,527.0,319.3018078092471,creditcard,complete
T89187,2020-01-10,C961,Coffee Machine,319.0,75.42667303727785,creditcard,completed
T91956,2020-01-10,C108,Smartphone,111.0,395.5957765630315,creditcard,complete
T62330,2020-01-10,C2176,Coffee Machine,-7.0,-493.1644421118772,Credit Card,complete
T27247,2020-01-10,C1096,Laptop,5.0,222.67462393290265,Cash,Completed
T63039,2020-01-10,C4803,Headphones,1.0,-261.59789412589737,PayPal ,Pending
T60211,2020-01-11,C1719,Head,424.0,$580.83,creditcard,completed
T24054,2020-01-11,C024,Tablet,-4.0,-504.50097062439556,PayPal ,Completed
T42164,2020-01-11,C4102,Coffee Machine,5.0,-188.70054509078193,creditcard,Completed
T2441,2020-01-11,C3237,Tablet,-4.0,,pay pal,Pending
T62015,2020-01-11,C2556,Headphones,804.0,347.98841410801623,PayPal,completed
T34249,2020-01-11,C3679,Tablet,3.0,832.2100248186791,credit card,complete
T11393,2020-01-11,C1712,Headphones,448.0,600.9565718651679,credit card,Failed
T86898,2020-01-11,C4481,Tablet,-8.0,-578.2131336504865,PayPal,Completed
T64797,2020-01-11,C3569,Headphones,722.0,-63.28993221939447,pay pal,Failed
T38482,2020-01-11,C1210,Coffee Machine,-8.0,,creditcard,
T85156,2020-01-11,C1508,Coffe,7.0,-973.4692361387029,creditcard,complete
T40221,2020-01-11,C1946,Coffee Machine,-6.0,,pay pal,Pending
T95490,2020-01-11,C3925,Lapt,195.0,-974.755557271278,pay pal,Completed
T54882,2020-01-11,C1462,Coffee Machine,218.0,,credit card,Completed
T69923,2020-01-11,C1058,Smar,-9.0,160.49293688602634,credit card,Failed
T12987,2020-01-11,C2486,Smartphone,185.0,210.5601038704595,creditcard,Pending
T69226,2020-01-11,C3970,Coffee Machin,-1.0,686.4805023661178,creditcard,Pending
T40685,2020-01-11,C1450,Headphones,4.0,-997.5008920538191,PayPal ,
T47411,2020-01-11,C3299,Tablet,-5.0,772.3001507509856,Credit Card,Completed
,2020-01-12,C3527,Smartphone,739.0,-791.9669836600461,Cash,completed
T70827,2020-01-12,C4565,L,-7.0,-781.0677912141543,Credit Card,Pending
T35858,2020-01-12,C4471,Smartphone,988.0,,Credit Card,Completed
T60628,2020-01-12,C449,Smartphone,-2.0,$-617.65,PayPal ,complete
T99203,2020-01-12,C931,Headphones,4.0,,PayPal ,completed
T76641,2020-01-12,C4185,Headphones,839.0,$-876.44,creditcard,Pending
T26372,2020-01-12,,Laptop,2.0,-741.4649375691354,PayPal,
T72474,2020-01-12,C923,Coffee Machine,6.0,-200.12466265441947,credit card,Completed
T67537,2020-01-12,C2731,Headphones,-6.0,,PayPal ,completed
T61138,2020-01-12,C3270,Laptop,3.0,-132.49300335180578,PayPal,
T39983,2020-01-12,C1302,Headphones,731.0,,Credit Card,Failed
T81995,2020-01-12,C2012,Coffee Machine,-8.0,582.9490280204226,Cash,Pending
T17220,2020-01-13,C4999,Laptop,750.0,,PayPal ,Completed
T57061,2020-01-13,C3803,Smartphone,-4.0,-324.49687076119505,Credit Card,complete
T19907,2020-01-13,C3997,Headphones,438.0,$97.03,creditcard,Failed
T38572,2020-01-13,C1686,Headphones,2.0,,credit card,completed
T39078,2020-01-13,C1440,Headphones,384.0,345.111216806436,Credit Card,Completed
,2020-01-13,C2748,Headphones,834.0,808.3694457145293,credit card,complete
T97119,2020-01-13,C3383,Smartphone,,392.1601260761231,PayPal,Completed
T93685,2020-01-13,C2435,Tablet,-10.0,,creditcard,completed
T89551,2020-01-13,C563,Coffee Machine,-3.0,,Credit Card,Completed
T31503,2020-01-13,C1398,Laptop,-6.0,,creditcard,Failed
T13431,2020-01-13,C1844,Tablet,796.0,608.6375367976696,pay pal,Pending
T45379,2020-01-13,C3212,Tablet,-10.0,-648.5893802775406,PayPal ,Pending
T67114,2020-01-13,C3106,Headphones,437.0,-848.7494489685962,credit card,completed
T22713,2020-01-13,C1803,Smartphone,3.0,-130.96123327509008,Cash,Failed
T7437,2020-01-13,,Coffee Machine,1.0,129.9624043249056,credit card,Failed
T91636,2020-01-13,C4681,Headphones,784.0,-159.05760014791838,creditcard,Pending
T66870,2020-01-13,C3630,Tablet,4.0,-579.0589648766636,Cash,Completed
T26161,2020-01-13,C2811,Smartp,,655.9608718069748,creditcard,completed
T11829,2020-01-13,C4994,Coffee Machine,1.0,,creditcard,Failed
T52570,2020-01-13,C3857,S,,,credit card,Completed
,2020-01-13,C1001,Coffee Machine,3.0,,credit card,Completed
T61112,2020-01-13,C3331,Headphones,263.0,-512.9682603553455,Cash,complete
T75961,2020-01-13,,Smartphone,,591.4697513054597,pay pal,
T11965,2020-01-13,C4327,Laptop,-3.0,,creditcard,completed
T67406,2020-01-13,C2788,Laptop,,536.0125438494092,creditcard,completed
T45870,2020-01-13,C3136,Headphones,2.0,-996.2643957321416,pay pal,completed
T35246,2020-01-14,C3679,H,,$-886.78,pay pal,Pending
T79723,2020-01-14,C1574,Coffee Machine,-4.0,,creditcard,Completed
T62757,2020-01-14,C3264,Smartphone,287.0,-855.1785208135417,credit card,
T88735,2020-01-14,C3666,Coffee Mac,-3.0,-309.7442098174588,creditcard,completed
T63994,2020-01-14,C2987,Tablet,452.0,-368.6560887175689,creditcard,completed
T89470,2020-01-14,C2820,Sm,-6.0,988.9643279485633,Credit Card,completed
T0319,2020-01-14,C3479,Headphones,410.0,-424.9231685199768,PayPal ,completed
T30360,2020-01-14,,Tablet,913.0,838.7113390869544,PayPal,complete
T13010,2020-01-14,C022,Smartphone,6.0,507.65813062557015,PayPal,Completed
T80519,2020-01-14,C1874,Laptop,3.0,-323.2234802807327,Cash,
,2020-01-14,C1166,Tablet,983.0,-814.9177481312776,Credit Card,
T65963,2020-01-14,C2975,Coffee Machine,253.0,,creditcard,Failed
T52811,2020-01-14,,Tablet,,,creditcard,
T9245,2020-01-14,C4659,Laptop,756.0,-98.10683445684356,pay pal,complete
T42685,2020-01-14,C4648,Laptop,8.0,-422.0520125091922,creditcard,Completed
T24526,2020-01-14,C301,Headphones,-3.0,-744.9464110165565,Cash,Failed
T22366,2020-01-14,C1095,Coffee Machine,7.0,-383.6187990115345,PayPal ,Failed
T87008,2020-01-15,C1175,Headphones,-8.0,847.9362894332212,Cash,Pending
T66194,2020-01-15,C617,Smartphone,556.0,900.2979288915176,PayPal ,
T83908,2020-01-15,C249,Tablet,7.0,91.51548610312352,Cash,
T40570,2020-01-15,C3708,Head,9.0,,credit card,completed
T31774,2020-01-15,C2763,Laptop,691.0,585.1610236617537,credit card,completed
T28114,2020-01-15,C4209,Smartphone,484.0,153.69278901814187,Credit Card,Failed
T76200,2020-01-15,C163,Headphones,3.0,535.8070736363735,creditcard,complete
T30458,2020-01-15,C223,Laptop,3.0,-455.76271023886454,Credit Card,Failed
T45509,2020-01-15,C2649,Headphones,839.0,-739.2604695985392,PayPal ,complete
T36111,2020-01-15,C4088,Laptop,4.0,-339.81117843346533,credit card,Failed
T20546,2020-01-15,C2051,Tablet,692.0,-419.2761614473734,PayPal,Completed
T48559,2020-01-15,C199,La,8.0,,Cash,completed
T43862,2020-01-15,C1221,Headphones,337.0,-294.44094322056674,creditcard,completed
T97070,2020-01-15,C3710,Smartphone,-8.0,$659.79,Credit Card,Failed
T35693,2020-01-15,C2930,Cof,-7.0,933.826731878,PayPal ,Failed
T43281,2020-01-15,C4736,Coffee M,-1.0,,PayPal ,complete
T43020,2020-01-15,C4575,Smartphone,-10.0,204.70657617945105,Credit Card,
,2020-01-15,C1958,Tablet,185.0,-995.7857323125239,pay pal,completed
T34743,2020-01-16,C913,Headphones,2.0,,PayPal ,completed
T82940,2020-01-16,C2644,Laptop,-5.0,884.750650609057,credit card,completed
T32017,2020-01-16,C3285,Smartphone,9.0,-741.8596314177223,PayPal ,completed
T60254,2020-01-16,C1941,Smartphone,-1.0,309.0576411024192,PayPal ,completed
T33093,2020-01-16,C3348,Coffee Machine,981.0,192.750617428134,credit card,completed
T61916,2020-01-16,C4816,Tablet,-4.0,$-147.71,credit card,Completed
T81643,2020-01-16,C4980,Coffee Machine,146.0,157.5288109584225,creditcard,completed
T63410,2020-01-16,C1435,Coffee Machine,952.0,,PayPal ,Completed
T45508,2020-01-16,C2505,Headpho,5.0,,creditcard,completed
T53276,2020-01-16,C2480,Headphones,5.0,-983.2294155485782,PayPal ,Pending
T38368,2020-01-16,C2644,Coffee Machine,10.0,120.35277496754733,Credit Card,completed
T54395,2020-01-16,C3471,Coffee Machine,5.0,754.7275206075903,PayPal ,completed
T26754,2020-01-16,C230,L,-5.0,$824.23,Cash,Completed
T12417,2020-01-16,C1108,Laptop,-3.0,811.0635056828668,credit card,completed
T19750,2020-01-16,C4081,Coffee Machine,702.0,-831.7365122315678,PayPal ,Completed
,2020-01-17,C3199,Coffee Machine,-8.0,-336.69983797010514,Cash,Pending
T55794,2020-01-17,C272,Tablet,296.0,-458.44134343831615,pay pal,
T28504,2020-01-17,C4270,Coffee Machine,7.0,-971.6286834602287,pay pal,Failed
T69927,2020-01-17,C2475,Laptop,-3.0,497.66174275503016,PayPal ,Failed
T76460,2020-01-17,C341,Lapto,-8.0,$-310.77,creditcard,Completed
T69980,2020-01-17,C3506,Smartphone,-7.0,622.3926901068868,PayPal ,Failed
T75495,2020-01-17,C3024,Headphones,10.0,-334.4651147783743,pay pal,completed
T15726,2020-01-17,,Smartphone,732.0,151.83130029031454,PayPal,complete
,2020-01-17,C2646,Coffee Machine,-5.0,492.215987890197,pay pal,Failed
T38400,2020-01-17,C3719,Headphones,6.0,247.76723802510594,pay pal,Pending
T38852,2020-01-17,C2255,Coffee Machine,-5.0,50.680873963838756,PayPal,Failed
T64243,2020-01-18,C748,Coffee Machine,10.0,-419.38744526394817,creditcard,complete
T48655,2020-01-18,C2752,Headphones,844.0,478.72737173709953,Cash,
T60521,2020-01-18,C4066,Coffee Machine,7.0,186.89224323539128,PayPal ,complete
T62423,2020-01-18,C2125,Laptop,239.0,550.1685348678394,PayPal ,completed
T38009,2020-01-18,C2326,Coffee Machine,132.0,-446.41651707723577,PayPal,Completed
T51388,2020-01-18,C4318,Coffee Machine,991.0,$347.82,pay pal,complete
T69125,2020-01-18,C987,Laptop,584.0,,pay pal,
T59765,2020-01-18,C4667,Tablet,7.0,,Cash,Completed
T4365,2020-01-18,C1523,Tablet,-9.0,195.52683005807927,creditcard,Pending
T91067,2020-01-18,C1735,Laptop,-1.0,,PayPal,Pending
T4866,2020-01-18,C879,Smartphone,1.0,318.55473313657035,Cash,Pending
T62423,2020-01-18,C2125,Laptop,239.0,550.1685348678394,PayPal ,completed
T29976,2020-01-18,C1080,Headphones,243.0,-779.5733984986219,PayPal ,complete
T17027,2020-01-18,C4256,Tablet,-8.0,,PayPal ,Completed
T56004,2020-01-18,C4345,Coffee Machine,-5.0,-216.6565756208413,Cash,Completed
T75046,2020-01-18,C2229,Smartphone,8.0,-236.77282302278059,pay pal,
T12271,2020-01-18,C560,Smartphone,-1.0,392.43339072288336,PayPal ,complete
,2020-01-19,C2061,Smartphone,6.0,$541.68,pay pal,Pending
T14368,2020-01-19,C909,Headphones,-1.0,451.42194947183987,credit card,
T27766,2020-01-19,C3581,Laptop,1.0,,credit card,complete
T77783,2020-01-19,C577,Coffee Machine,5.0,,Credit Card,Completed
T97971,2020-01-19,C2807,Coffee Machine,357.0,-362.4937461504379,Credit Card,Pending
T47764,2020-01-19,C1918,Headphones,8.0,-680.8604196131295,credit card,Completed
T39993,2020-01-19,C3126,Laptop,10.0,,PayPal,Failed
T32723,2020-01-19,C4698,Coffee Machine,-6.0,,Credit Card,
T64238,2020-01-19,C3427,Laptop,281.0,-646.4302309069082,PayPal,Completed
T6511,2020-01-19,C4116,Laptop,4.0,326.65694935144995,creditcard,Completed
T64511,2020-01-19,C3034,Tablet,4.0,529.4059734220507,credit card,completed
T71052,2020-01-19,C4213,Coffee Machine,-2.0,601.7342131673769,creditcard,completed
T7599,2020-01-19,,Coffee Machine,227.0,,creditcard,Failed
T84022,2020-01-19,C1473,Smartphone,2.0,,PayPal,Completed
T17520,2020-01-20,C4022,Coffee Machine,944.0,630.5121481437919,credit card,Pending
T36041,2020-01-20,C2403,Laptop,2.0,-999.9689029738315,Cash,
T76401,2020-01-20,C3804,Headphones,202.0,,credit card,Pending
T16704,2020-01-20,C4592,Headphones,897.0,968.1399275281102,PayPal,
T62994,2020-01-20,C4516,Laptop,884.0,,credit card,Failed
T59061,2020-01-20,C3684,Coffee M,790.0,988.3922655393511,Cash,Failed
T79413,2020-01-20,C4393,Laptop,-7.0,360.68499103765845,PayPal,completed
T76261,2020-01-20,C3308,Coffee Machine,-9.0,,PayPal ,Failed
T31836,2020-01-20,C985,Coffee Machine,-4.0,,PayPal ,complete
T12232,2020-01-20,C4283,Smartphone,937.0,-349.0017573285213,creditcard,Failed
T48412,2020-01-20,C2373,Smartphone,-1.0,406.98664916352527,Credit Card,Completed
T11788,2020-01-20,C1249,Smartphone,3.0,,PayPal,Pending
T78675,2020-01-20,C101,Laptop,3.0,,PayPal,complete
T64534,2020-01-20,C2904,Tablet,730.0,,pay pal,
T19698,2020-01-20,C284,Laptop,-5.0,$303.80,Credit Card,
T98596,2020-01-21,C4940,Tablet,3.0,247.0877315278201,PayPal ,Failed
T52658,2020-01-21,C1041,Laptop,-10.0,577.778674625602,Credit Card,Pending
T57921,2020-01-21,C3923,Smartphone,-7.0,541.5985492654212,PayPal,Completed
T81012,2020-01-21,C073,Coffee Machine,898.0,,PayPal ,
T18813,2020-01-21,C597,Coffee Machine,3.0,,Credit Card,completed
T26767,2020-01-21,C4682,Tablet,-2.0,-269.80890498780025,PayPal,complete
T1085,2020-01-21,C3971,Smartphone,-7.0,544.6671457309575,pay pal,Completed
T41201,2020-01-21,C1065,Smartphone,7.0,,pay pal,
T24656,2020-01-21,C2459,Smartphone,-8.0,-389.57798883662895,pay pal,completed
T80364,2020-01-21,C4061,Smartphone,-6.0,,Credit Card,completed
T85759,2020-01-22,C1804,Laptop,-3.0,-441.2819730560677,creditcard,Failed
T69012,2020-01-22,,Coffee Machine,-7.0,,credit card,complete
T55305,2020-01-22,C182,Laptop,-7.0,-57.008883641762964,Credit Card,Completed
T41404,2020-01-22,C4253,Tablet,-10.0,521.0194870614196,Cash,Failed
T10032,2020-01-22,C3869,Coffee Machine,-8.0,-992.4981973675151,Cash,Pending
T53533,2020-01-22,,Smartphone,386.0,-52.02902795746786,PayPal ,Pending
T98029,2020-01-22,C1721,Smartphone,-8.0,,PayPal,completed
,2020-01-22,C1151,Lapto,9.0,,Cash,Completed
T32813,2020-01-22,C2898,Laptop,-4.0,,credit card,complete
T90828,2020-01-22,C1714,Laptop,-2.0,-982.3019217817322,credit card,completed
T2761,2020-01-22,C4011,Headphones,907.0,,Credit Card,
T26395,2020-01-22,C710,Headphones,419.0,$655.68,credit card,Completed
T49273,2020-01-22,C3490,Tablet,9.0,,Cash,Completed
T26622,2020-01-22,C1268,Laptop,655.0,-894.7551909703956,Credit Card,
T3811,2020-01-22,C100,Coffee Machine,139.0,999.4066272693459,credit card,Pending
