Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T85593,,C250,Coffee Machine,827.0,,PayPal ,
T85594,,C432,Tablet,-1.0,493.25758231681397,Cash,complete
T85595,,C2855,Coffee Machine,7.0,-500.38317657316617,Cash,Completed
T85596,,C2603,Laptop,614.0,,PayPal,complete
T85597,,C2413,Laptop,-9.0,,credit card,complete
T85598,,C1349,Hea,-1.0,$-388.67,Cash,Completed
T85599,,C3608,Headphones,-1.0,-895.0221285629816,pay pal,Pending
T85600,,C3271,Headphones,10.0,,PayPal ,Pending
T85603,,C4772,Coffee Machine,-8.0,$481.69,credit card,Completed
T85604,,C4953,Laptop,4.0,-492.5307086736235,Cash,Completed
T85605,,C1063,Headph,-3.0,-713.2330341254093,Credit Card,complete
T85607,,C1116,Coffee Machine,814.0,390.6359809958625,pay pal,Completed
T85609,,C4214,Coffee Machine,-4.0,57.624029341991104,PayPal,completed
T85610,,C4105,Tablet,944.0,-144.93265113531277,PayPal ,
T85611,,C2213,Headphon,391.0,,credit card,complete
T85613,,C3987,Tablet,299.0,884.4312017923177,PayPal ,
T85614,,C4761,Headphones,,-974.2988926985104,creditcard,
T85615,,C3698,Tablet,333.0,,credit card,completed
T85616,,C3182,Laptop,,506.35737741325056,PayPal ,completed
T85618,,C423,Smartphone,461.0,,credit card,Pending
T20258,,C2764,Coffee Machine,1.0,170.1704268275021,creditcard,completed
T85620,,C153,Smartphone,6.0,363.30404750469353,PayPal,Completed
T85621,,C219,Laptop,643.0,916.0903258619214,PayPal,completed
T85622,,C828,Headphones,621.0,-240.44447656399052,credit card,
T85623,,C2959,Laptop,-5.0,357.76413365794866,Cash,
T85625,,C4139,Smartphone,488.0,,PayPal ,completed
T85627,,C1601,Smartphone,550.0,612.2589386799006,creditcard,
T85628,,C4007,Laptop,1.0,-370.428296475283,Credit Card,Completed
T85629,,C2468,Laptop,6.0,625.3216906259834,PayPal,Completed
T85630,,C4670,Smartphone,951.0,,credit card,Pending
T85631,,C1639,Headphones,771.0,-697.0656872472624,PayPal,Failed
T85632,,C1211,Tablet,-7.0,172.0348226439196,Credit Card,Pending
T85634,,C2911,Laptop,242.0,$-939.37,Credit Card,Pending
T85635,,C4408,S,-1.0,226.8884141223073,creditcard,completed
T85636,,C623,Laptop,-10.0,,creditcard,Pending
T85638,,C3862,Headphones,318.0,$742.80,pay pal,
T85639,,,Laptop,819.0,-345.4314630782154,PayPal ,Pending
T85640,,C2323,Laptop,4.0,887.4812938814463,credit card,Pending
T85642,,C1877,Tablet,-4.0,208.40954579789144,PayPal,completed
T85643,,C919,Smartphone,708.0,399.1304701351534,pay pal,
T85644,,C4294,Laptop,-4.0,368.24794306070834,creditcard,Failed
T85645,,C4337,Headphones,,434.921606420429,pay pal,complete
T85648,,C484,Smartphone,347.0,,Cash,completed
T85649,,C971,Headphones,-4.0,,pay pal,Completed
T85650,,C4607,Headphones,-10.0,-595.280214419266,Cash,Pending
T85651,,C2196,Coffee Machine,-4.0,745.6710087510374,pay pal,Completed
T85652,,C1899,Headphones,872.0,834.7526563552151,Cash,completed
T85653,,C1796,Laptop,-3.0,-72.10618454814585,Cash,Failed
T85655,,C642,Smartphone,119.0,,credit card,Failed
T85656,,C530,Laptop,826.0,,Credit Card,
T85657,,C4499,Laptop,-6.0,524.7970851928999,credit card,completed
T85658,,C308,Tablet,-3.0,,Credit Card,Pending
T85659,,C493,Coffee Machine,-5.0,-808.7328730540405,PayPal ,Failed
T85660,,C977,Coffee Machine,-4.0,271.6786876947049,Cash,Failed
T85662,,C4036,Headphones,7.0,-328.4142610595819,Credit Card,Failed
T85663,,C2207,H,276.0,,PayPal,
T85665,,C1117,Laptop,527.0,-567.0689836758868,PayPal,Completed
T85666,,C823,Laptop,-5.0,-920.4321144998672,PayPal,Completed
,,C3875,Tablet,-4.0,930.2797354410156,creditcard,Completed
T85669,,C1804,Headphones,803.0,,PayPal,Completed
,,,Smartphone,870.0,588.4175768086668,Cash,Failed
T85671,,C1498,Laptop,936.0,,credit card,complete
T85672,,,Coffee Machine,-5.0,219.57863017517568,Cash,Completed
T85673,,C1415,Smartphone,4.0,937.6202887503343,PayPal,complete
T85674,,C3213,Laptop,1.0,,pay pal,Pending
T85675,,C579,Laptop,10.0,,credit card,Completed
T85676,,C704,Headphones,1.0,894.2912362803005,credit card,Pending
T85677,,C4191,Coffee Machine,451.0,,Credit Card,Pending
T85678,,C461,Smartphone,,-839.2608303957093,PayPal,Completed
,,C3341,Laptop,6.0,-917.0102098415977,pay pal,Completed
,,C3165,Headphones,769.0,,Cash,Completed
T85683,,C238,Laptop,6.0,-178.71263901584746,pay pal,Failed
T85684,,C1964,Coffee Machine,2.0,577.0261214073372,Cash,Pending
T85687,,C3982,Headph,437.0,,credit card,completed
T85689,,,Laptop,4.0,,pay pal,Failed
T85690,,C871,Coffee Machine,-5.0,,Credit Card,
T85691,,C1075,Smartphone,-9.0,,creditcard,complete
T85692,,C4975,Coffee Machine,-2.0,,PayPal ,
T85693,,C1139,Tablet,390.0,,creditcard,completed
T85694,,C1981,Coffee Machine,-3.0,,Cash,Failed
T85695,,C2712,Tablet,10.0,-586.8009440453923,Cash,
T85696,,C1476,Tablet,572.0,$974.67,PayPal ,Pending
T85697,,C3380,Coffee Machine,-8.0,$686.59,creditcard,Failed
T85698,,C4178,Laptop,500.0,,Cash,Pending
T85699,,C265,Laptop,4.0,,creditcard,Completed
T85700,,C2924,Smartphone,356.0,346.2105480209566,PayPal,Failed
T85701,,C4041,Coffee Machine,6.0,,PayPal,completed
T85703,,C3874,Headphones,-1.0,,PayPal ,Completed
T85704,,C2330,Coffee Machine,678.0,965.1448953300599,pay pal,Failed
T85705,,C2882,Smartphone,987.0,,pay pal,Failed
T85707,,C1031,Coffee Ma,,959.5370265145291,PayPal,Failed
T85709,,C2823,Coffee Machine,871.0,,Credit Card,Pending
T85711,,C3301,Smartphone,-7.0,-493.0718175792492,pay pal,completed
T85713,,C3741,Laptop,879.0,,credit card,complete
T85714,,C1556,Headphones,-7.0,-73.34096648062007,pay pal,completed
T85715,,C1899,Coffee Machine,7.0,-65.63698038034568,creditcard,completed
T85717,,C4522,Laptop,326.0,-281.74625298994533,creditcard,complete
T85718,,C325,Headphones,,-941.570058264057,pay pal,Pending
T85721,,C4948,Coffee Machine,686.0,,PayPal,Failed
T85722,,C1508,Laptop,-1.0,-657.44232967961,Cash,Pending
T85723,,C1555,Smart,1.0,,PayPal,Failed
T85724,,C4362,Coffee Machine,733.0,-417.04176573578513,credit card,Completed
T85725,,C2962,Headphones,-7.0,-905.1708106595227,PayPal,Failed
T85728,,C599,Laptop,6.0,696.241193491491,Cash,Pending
T85730,,C936,Coffee Machine,4.0,,Cash,Pending
T85731,,C4491,Headphones,-8.0,-109.4236786214492,PayPal ,Pending
T85732,,C1518,Headphones,,351.6345540768983,credit card,
T85734,,C3727,Smartphone,3.0,,creditcard,Completed
T85735,,C3143,H,4.0,-790.6778935993229,PayPal ,
T85736,,C2589,Headphones,4.0,,PayPal ,complete
T85737,,C2255,Headphones,-4.0,,PayPal,Completed
T85739,,C332,Tablet,729.0,434.9064678232306,PayPal,Pending
T85742,,C1194,Laptop,397.0,98.06277142584037,creditcard,Completed
T85744,,C4196,Laptop,5.0,-582.8517969574937,pay pal,completed
,,C4647,Smartphone,558.0,-159.86976108300655,credit card,completed
T85746,,,Tablet,2.0,303.8905036291841,pay pal,complete
T85747,,C4243,Headphones,4.0,540.5632552818186,PayPal ,Failed
T85748,,C1707,Smartphone,219.0,736.5005810094962,pay pal,Completed
T85749,,C3445,Tablet,151.0,,Cash,Completed
T85750,,C143,Coffee Machine,4.0,571.6924745910276,credit card,Completed
T85751,,C576,Smartphone,4.0,-389.0571406896929,creditcard,complete
T85752,,C1837,Coffee Machine,700.0,212.04341433190572,PayPal ,complete
T85753,,C4065,Headphones,172.0,940.4801611319149,credit card,
T85754,,C069,Headphones,-5.0,-752.7065632474346,PayPal ,complete
T85755,,,Laptop,-6.0,84.96751936916769,PayPal ,Completed
,,C1129,Coffee Machine,,727.866703835522,PayPal ,complete
T85757,,C2397,Headphones,-6.0,960.1111374501586,pay pal,complete
T85758,,C3394,Laptop,8.0,199.83701037116796,Credit Card,Completed
T85760,,C3861,Laptop,2.0,-294.2880853896935,pay pal,completed
T85762,,C1757,Headphones,338.0,,PayPal ,Pending
T85763,,C413,Smartphone,546.0,-762.4827201055687,PayPal,Pending
T85764,,C1675,Coffee Machine,-3.0,,PayPal,completed
T85765,,C1737,Coffee,-10.0,,creditcard,
T85766,,C2646,Smartphone,-6.0,,creditcard,
T85767,,C254,Laptop,8.0,,creditcard,Pending
T85768,,C4230,Coffee Machine,7.0,-363.08506759823626,Credit Card,Completed
T85769,,C3118,Laptop,-4.0,,credit card,complete
T85772,,C1682,Laptop,229.0,-726.9958211953401,Cash,Pending
T85773,,C441,Laptop,295.0,,creditcard,Failed
T85774,,C4384,Laptop,364.0,-822.6374311787555,Cash,Failed
T85775,,,Smartphone,1.0,799.0747572086,Cash,Pending
T85776,,C2042,Smartphone,2.0,,creditcard,
T85777,,C1684,Coffee Machine,-4.0,,Cash,complete
T85779,,C875,Headphones,862.0,849.73666493377,creditcard,Completed
T85780,,C3638,Headphones,253.0,$779.90,Credit Card,complete
T85781,,C4322,Laptop,,391.03847826453347,Credit Card,complete
T85782,,C4557,Coffee Machine,10.0,-611.6985601944119,pay pal,Failed
T85783,,C3070,Tablet,5.0,$432.44,PayPal,completed
T85785,,C3275,T,422.0,819.5793967317056,PayPal ,complete
T85786,,C780,Headphones,-5.0,$-940.37,credit card,Completed
T85787,,C1974,Headphones,-5.0,-370.4959824022991,credit card,Pending
,,C1914,Tablet,10.0,$247.46,Cash,completed
T85792,,C1330,Headphones,-10.0,-797.5466219720088,creditcard,complete
T85793,,C4018,Headphones,843.0,606.3653061600583,PayPal ,complete
T85794,,,Laptop,1.0,-665.9620310588425,PayPal ,Completed
T85795,,C2230,Smartphone,10.0,-321.09695867431003,credit card,Pending
T85796,,C4545,Smartphone,5.0,-158.16773833714126,Credit Card,complete
T85797,,C2432,Coffee Machine,9.0,-835.0055231928529,pay pal,
T85798,,C1946,Headphones,-2.0,486.479298071198,creditcard,
T85799,,C733,Tablet,-2.0,-388.64419603253566,creditcard,Completed
T85800,,C1077,Smartphone,6.0,-404.109946306029,PayPal ,completed
T85801,,C3213,Coffee Machine,10.0,$-544.04,Cash,completed
T85802,,C1179,Tabl,327.0,533.723806814951,PayPal,complete
T85804,,C2007,Tablet,-9.0,189.12834827117098,Credit Card,Failed
T85805,,C3881,Smartphone,7.0,-68.91251205163792,PayPal,Completed
T85806,,C1949,Smartphone,110.0,,credit card,completed
T85807,,C916,Tablet,-3.0,873.1920388431644,credit card,
T85809,,C161,Laptop,5.0,,creditcard,completed
T85811,,C3134,Tablet,-1.0,335.30871017176105,credit card,
T85814,,,Headphones,309.0,885.4048531934827,creditcard,Failed
T85815,,C3845,Coffee Machine,186.0,,PayPal ,completed
T85816,,,Coffee Machine,-4.0,987.5790467988217,creditcard,Failed
T85817,,C2334,Laptop,524.0,390.2047071207994,pay pal,Pending
T85818,,C2628,Tablet,-2.0,520.372774567926,credit card,Completed
,,C4733,Coffee Machine,-1.0,$-126.71,PayPal ,complete
T85823,,C3664,Headphones,7.0,$970.11,credit card,Pending
T85825,,C671,Headphones,4.0,,Cash,
T85827,,C288,Laptop,7.0,,PayPal,
,,C1336,Smartphone,4.0,466.1023884836752,creditcard,
T85829,,C1926,Headphones,457.0,204.79725872419098,credit card,
T85831,,C449,Smartphone,7.0,-107.16653744363293,creditcard,Pending
T85832,,C4147,Headphones,7.0,719.1816347949568,credit card,Pending
T85833,,C2554,Coffee M,636.0,,PayPal ,completed
T85834,,C552,Laptop,-2.0,940.8000759678024,creditcard,Failed
T85835,,C3143,Laptop,-7.0,692.3588910255886,Credit Card,Pending
T85836,,C3541,Headphones,9.0,,credit card,Pending
T85837,,C613,Laptop,-1.0,,Credit Card,completed
T85839,,C3275,Headpho,1.0,598.4967272933908,Cash,Completed
T85840,,C3778,T,-8.0,,creditcard,complete
T85841,,C4033,Tablet,2.0,-847.1426971268668,credit card,Failed
T85842,,C1476,Smartphone,218.0,-886.7259806018193,creditcard,complete
T85843,,C4735,Tablet,-3.0,,credit card,completed
T85845,,C145,Headphones,6.0,,Cash,Failed
T85846,,C1185,Headphones,-9.0,-671.000043475564,PayPal ,complete
T85847,,,Smart,-3.0,,PayPal ,completed
T85848,,C4352,Laptop,-8.0,-448.01565934103155,Cash,Completed
T85849,,C3983,Headphones,-9.0,-234.12969525832477,creditcard,
T85852,,C2698,Headphones,,263.83460473024206,pay pal,
T85853,,C963,Headphones,839.0,-814.6763831616627,PayPal ,Failed
T85854,,C2870,Tablet,1.0,-565.5820233506681,credit card,Pending
T85855,,C328,Coffee Machine,-5.0,-870.3183657905913,credit card,Failed
T85856,,C4122,Tablet,-7.0,,PayPal ,Completed
T85857,,C770,Headphones,5.0,,credit card,Pending
T85858,,C672,Smartphone,643.0,114.7427327962027,credit card,completed
T85859,,C344,Coffee Machine,,942.3176861206595,Cash,Completed
T85860,,C1529,Smartphone,641.0,,creditcard,completed
T85862,,C2537,Smartphone,,617.455451891386,pay pal,complete
T85863,,,Tablet,-5.0,,pay pal,complete
T85864,,C3929,Headphones,3.0,-118.30743419283294,creditcard,Pending
T85865,,C3494,Coffee Machine,2.0,,pay pal,Pending
T85866,,C2053,Laptop,9.0,724.0674715083608,Credit Card,
T85869,,C830,Coffee Machine,-6.0,,PayPal ,complete
T85870,,C899,Tablet,2.0,,pay pal,Pending
T85872,,C3216,Coffee Machine,9.0,692.2378798250013,Credit Card,complete
T85873,,C1860,Laptop,5.0,613.7080396497778,Credit Card,complete
T85874,,C274,Laptop,9.0,404.5584351748068,credit card,Failed
T85875,,C210,Headphones,1.0,408.1194641273081,pay pal,Failed
T85879,,C4679,Headphones,898.0,,PayPal,completed
T85882,,C1556,Headphones,2.0,,creditcard,
T85883,,C4420,Coffee Machine,416.0,,Cash,Completed
T85884,,C3488,Headphones,6.0,817.5737857862443,PayPal ,Pending
T85885,,C4087,Smartphone,410.0,-640.9028902317216,PayPal ,
T85887,,C323,Coffee Machine,923.0,-845.0251402599172,Cash,Pending
T85888,,C1726,Tablet,7.0,,PayPal ,complete
T85891,,C1163,Laptop,-6.0,,Cash,
T85892,,C4594,Smartphone,-7.0,,creditcard,Pending
T85894,,,Coffee Machine,8.0,-432.3023239201299,PayPal ,Pending
T85895,,C3634,Headphones,805.0,-838.6250953672219,PayPal,Completed
T85896,,C4973,Laptop,808.0,,PayPal,Pending
,,C4985,Laptop,8.0,,PayPal,Pending
T85898,,C1955,Tablet,2.0,-782.5711211471378,pay pal,
T85899,,,Tablet,10.0,,PayPal,completed
T85900,,,Laptop,6.0,-77.04395455185363,Credit Card,
T85901,,C3288,Headphones,668.0,-273.98685905922355,Credit Card,Pending
T23317,,C3844,Coffee Machine,-3.0,,Credit Card,complete
T85905,,C1313,Headphones,-10.0,-147.08080767357785,Cash,Pending
T85906,,C4421,Headphones,682.0,-420.1401728810948,PayPal,
T85907,,,Tablet,-1.0,-827.6598646627646,pay pal,Failed
T85909,,C4597,Headphones,6.0,,credit card,
T85912,,C2039,Coffee Machine,805.0,,PayPal ,complete
T85913,,C1242,Headphones,-3.0,831.1985266382605,creditcard,completed
T85914,,C2300,H,-7.0,-120.80169300532782,pay pal,completed
T85915,,C832,Tablet,886.0,$64.69,credit card,Completed
T85918,,C1407,Co,9.0,-411.8352271746726,PayPal ,Pending
T85919,,C168,Head,172.0,448.1839096785236,credit card,complete
T85920,,C4428,Tablet,804.0,,Credit Card,Failed
T85921,,C1150,Laptop,-9.0,,PayPal ,Completed
T85922,,C4994,Sma,211.0,934.8701071841156,Cash,Pending
T85926,,C2807,Coffee Machine,-7.0,,Credit Card,completed
T85927,,C1820,Coffee Machine,1.0,-783.355650991656,PayPal,Completed
T85928,,C2548,Coffee Machine,4.0,,PayPal ,Completed
T85930,,C3228,Tablet,-4.0,-82.26615416082609,pay pal,Completed
T85931,,C3643,Smartphone,359.0,-840.8212536102094,Credit Card,completed
T85932,,C1166,Headphones,838.0,212.93396096682275,creditcard,Failed
T85933,,C146,Headphones,697.0,-263.60486892956465,creditcard,completed
T85934,,C4458,Headphones,166.0,,Credit Card,Failed
T85935,,C3815,Laptop,624.0,707.7474748181114,pay pal,
T85937,,C1665,Laptop,525.0,,credit card,Pending
T85938,,C1680,Headphones,4.0,,pay pal,Completed
T85939,,C2838,Tablet,-8.0,,pay pal,completed
T85940,,C349,Tablet,799.0,-687.6050161913245,pay pal,completed
,,C3091,Tablet,1.0,736.5931956790656,PayPal ,
T85944,,C1301,Headph,877.0,641.928461546036,pay pal,Completed
T85947,,C4038,Tablet,,,credit card,Failed
T85948,,C1470,Smartphone,9.0,422.83148775549455,PayPal,complete
T85949,,C1704,Tablet,-10.0,,creditcard,complete
T85954,,C2948,Headphones,-6.0,707.0870132306308,Credit Card,Pending
T85955,,C352,Coffee Machine,138.0,883.2022003102859,PayPal,Failed
T85957,,C3981,Smartphone,-6.0,-750.1586434406945,credit card,Completed
T85958,,C3349,Headphones,508.0,,PayPal ,Pending
T85960,,C1601,Headphones,-5.0,-975.8058044444269,PayPal,Pending
T85962,,C4427,Smartphone,9.0,,Credit Card,Pending
T85966,,C1325,Tablet,1.0,,creditcard,Failed
T85967,,C4718,Tablet,815.0,95.94034833889069,Cash,Pending
T85968,,C1425,Smartphone,778.0,102.09691290517591,credit card,complete
T85969,,C096,Tablet,-5.0,836.8069548595709,PayPal,complete
T85970,,C1758,Coffee Machine,5.0,,Cash,Failed
T85971,,C2109,Coffee Machine,8.0,534.8160086518001,pay pal,
T85972,,C3872,Laptop,-8.0,905.7465701581496,pay pal,Failed
,,C3988,Headphones,3.0,-633.5837260539063,creditcard,
T85976,,C3450,Laptop,149.0,,PayPal ,Completed
T85977,,C1396,Laptop,,432.51361553575697,Cash,Failed
T85978,,C2659,Smartphone,-9.0,715.8643589097335,credit card,Pending
T85980,,C2784,Smartphone,6.0,,PayPal,complete
T85981,,C4953,Tablet,-2.0,,Credit Card,Completed
T85983,,,Smartphone,767.0,158.87613193679698,Credit Card,complete
T85984,,C4593,Tablet,4.0,77.35472801253019,Credit Card,Pending
T85986,,C604,Laptop,-1.0,923.2152377582025,creditcard,completed
T85987,,C1720,Headphones,2.0,883.9824911613264,pay pal,Failed
T85990,,C004,Headphones,10.0,-265.38827180498174,Credit Card,complete
T85991,,C4994,Smartphone,257.0,754.6210788685894,credit card,completed
T85992,,C396,Laptop,487.0,,PayPal,
T85994,,C2871,Coffee Machine,507.0,-100.47601131184229,creditcard,Failed
T85995,,C1643,Lapto,,-133.59038709493132,pay pal,Pending
T85996,,C4745,Tablet,5.0,$570.46,credit card,Completed
T85998,,C1457,Smartphone,862.0,,pay pal,Failed
T86000,,,Smartphone,1000.0,728.5583235269498,PayPal,Completed
T86002,,C926,Smartphone,147.0,$208.66,credit card,Failed
T86004,,C3994,Smartphone,719.0,,credit card,Failed
T86005,,C4157,Smartphone,110.0,517.5339905346784,Cash,Pending
T86006,,C1311,Smartphone,3.0,,Cash,Completed
T86007,,C3372,Laptop,192.0,,creditcard,Failed
T86008,,C665,Laptop,5.0,,pay pal,Pending
,,C4059,Laptop,8.0,,PayPal ,completed
T86011,,C3569,Coffee Machine,910.0,-128.864450212144,pay pal,completed
T86012,,C2274,Coffee Machine,-7.0,480.9591924485131,credit card,Failed
T86013,,C1397,Headphones,-3.0,,PayPal ,complete
T86014,,C1953,Headphones,7.0,-823.71382731889,credit card,complete
T86015,,C2175,Headphones,-3.0,,PayPal ,
T86016,,C2959,Headphones,-2.0,,credit card,Failed
T86017,,C4751,Smartphone,-1.0,192.11148038566532,Cash,Failed
T86018,,C2745,Laptop,-3.0,,PayPal ,
T86019,,C1445,Headphones,4.0,,pay pal,
T86020,,C2283,Tablet,5.0,-292.04305747611227,Cash,Pending
T86022,,C3369,Tablet,,,Credit Card,Failed
T86023,,C901,Laptop,-10.0,-895.689236781328,PayPal ,Completed
T86024,,C2920,Smartphone,105.0,,Credit Card,Failed
T86026,,C1117,Tablet,1.0,553.004339874812,PayPal,Failed
T86027,,C2631,Tablet,-2.0,377.64511846498215,credit card,complete
T86029,,C1680,Tablet,-2.0,-517.9437069500032,credit card,Pending
T86030,,C3857,Coffee Machine,641.0,527.1757455713321,Credit Card,completed
T86031,,C159,Tablet,-2.0,951.020040868777,Cash,completed
T86034,,C2944,Cof,-10.0,318.109741172408,Credit Card,Pending
,,C396,Coffee Machine,6.0,-478.6192488039744,Cash,
T86036,,C3896,Coffee Machine,628.0,$-126.53,PayPal ,Completed
T86038,,C926,Headphones,8.0,-192.94503082777044,PayPal ,completed
T86039,,C3565,Tablet,3.0,438.3624833369499,PayPal ,Pending
T86040,,C508,Tablet,-1.0,,creditcard,Pending
T86041,,C3608,Coffee Machine,-10.0,,creditcard,
T86042,,C3383,He,2.0,815.5339188346753,pay pal,
T86043,,C3185,Coffee Machine,628.0,-817.870143782434,PayPal,completed
T86047,,C1362,Laptop,257.0,236.87785918215795,creditcard,Completed
T86048,,C2993,Tablet,731.0,,credit card,
T86049,,C4140,Smartphone,-7.0,88.2708276478392,Cash,Completed
T86050,,C3493,Laptop,2.0,130.2419116590072,PayPal,Pending
T86051,,C166,Smartphone,9.0,267.91633481989777,Cash,completed
T86052,,C3484,Co,7.0,,PayPal,completed
T86053,,C2870,Laptop,-10.0,-291.9259777292756,PayPal ,
T86054,,C845,Coffee Machine,676.0,534.82519112402,pay pal,
T86056,,C3070,Coffee Machine,836.0,965.9671833224222,PayPal,Failed
T86057,,C3221,Smartphone,888.0,-910.3473136686856,credit card,Failed
T86058,,C3580,Laptop,275.0,-217.03117216902956,PayPal,
T86060,,C3338,Laptop,-9.0,-964.1121980199009,Cash,completed
T86062,,C322,Smartphone,6.0,,Credit Card,Pending
T86063,,C4983,Coffee Machine,2.0,825.4385319861279,creditcard,
T86064,,C3567,Sm,400.0,737.1799185947146,PayPal,Failed
T86066,,C3776,Headphones,363.0,978.8970790029152,Credit Card,Failed
T86067,,C1719,Lap,707.0,744.0910267053112,Cash,Completed
T86068,,C1949,Coffee Machine,-9.0,294.47745753432207,pay pal,complete
T86070,,C835,Laptop,-6.0,,PayPal ,completed
T86071,,C3229,Coffee Machine,2.0,-366.30987125797344,Credit Card,completed
T86073,,C3616,Smartphone,823.0,411.22895727017794,PayPal ,Pending
T86075,,C2811,Coffee Machine,7.0,-65.58388703312187,creditcard,completed
,,C1791,Lap,-10.0,,PayPal ,Pending
T86079,,C3006,Headphones,8.0,$613.19,creditcard,Failed
T86081,,C1515,Smartphone,-6.0,218.92746242772756,PayPal ,complete
T86082,,C3058,Tablet,-9.0,72.01873255984303,pay pal,complete
T86083,,C1787,Headphones,214.0,,Cash,
T86084,,C3922,Coffee Machine,-3.0,910.4886283717168,PayPal,Completed
T86086,,C1344,Tablet,674.0,289.7591399826033,PayPal ,Failed
