transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,is_refund,price_category,total_amount,value_tier,transaction_day_of_week,discount_percentage,margin,price_category_loc,price_category_where,price_category_select,Branch,City,Country,Manager,lat,lon,transaction_month,order_period_num,cohort_month,cohort_index
T0177,2025-01-04,C3662,Tablet,1.0,460.8278566012473,Paypal,Completed,0,Standard,460.8278566012473,Low,Saturday,0.1,165.89802837644902,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2025-01,24301.0,2022-07,30.0
T0179,2021-08-19,C4160,Tablet,622.0,121.8158272059667,Cash,Completed,0,Standard,75769.44452211128,High,Thursday,0.0,30307.777808844516,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2021-08,24260.0,2021-03,5.0
T0181,2022-05-04,C887,Smartphone,359.0,365.48,Creditcard,Failed,0,Standard,131207.32,High,Wednesday,0.05,49858.7816,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-05,24269.0,2020-05,24.0
T0182,2021-07-24,C4140,Coffee Machine,916.0,516.1081584281587,Creditcard,Pending,0,High,472755.0731201934,High,Saturday,0.05,179646.9277856735,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2021-07,24259.0,2020-02,17.0
T0185,2024-05-14,C4308,Smartphone,779.0,388.0390415465828,Paypal,Completed,0,Standard,302282.413364788,High,Tuesday,0.0,120912.9653459152,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-05,24293.0,2020-02,51.0
T0187,2024-04-12,C2965,Smartphone,1.0,525.395978574806,Cash,Not specified,0,High,525.395978574806,Low,Friday,0.0,210.1583914299224,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-04,24292.0,2020-04,48.0
T0188,2023-08-12,C1159,Laptop,1.0,567.5614912317114,Creditcard,Pending,0,High,567.5614912317114,Low,Saturday,0.05,215.67336666805036,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-08,24284.0,2020-09,35.0
T0189,2022-08-19,C047,Smartphone,10.0,252.64176119515056,Paypal,Completed,0,Standard,2526.4176119515055,Medium,Friday,0.0,1010.5670447806023,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-08,24272.0,2020-09,23.0
T0197,2021-03-08,C4862,Laptop,821.0,526.0083393969253,Creditcard,Pending,0,High,431852.84664487565,High,Monday,0.15,146829.9678592577,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-03,24255.0,2021-03,0.0
T0199,2023-03-11,C3558,Coffee Machine,5.0,523.122128544213,Creditcard,Pending,0,High,2615.610642721065,Medium,Saturday,0.05,993.9320442340046,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2023-03,24279.0,2020-10,29.0
T0203,2022-08-28,C4643,Laptop,1.0,526.0083393969253,Paypal,Completed,0,High,526.0083393969253,Low,Sunday,0.05,199.8831689708316,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-08,24272.0,2020-04,28.0
T0204,2021-02-08,C4690,Headphones,258.0,854.4182002616594,Creditcard,Not specified,0,High,220439.89566750813,High,Monday,0.0,88175.95826700325,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2021-02,24254.0,2020-03,11.0
T0209,2024-03-13,C1378,Coffee Machine,586.0,523.6898679025617,Cash,Completed,0,High,306882.2625909011,High,Wednesday,0.05,116615.25978454243,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2024-03,24291.0,2020-04,47.0
T0220,2023-10-11,C3610,Smartphone,10.0,525.395978574806,Paypal,Not specified,0,High,5253.95978574806,Medium,Wednesday,0.0,2101.583914299224,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2023-10,24286.0,2020-04,42.0
T0221,2020-03-08,C1613,Coffee Machine,1.0,58.03358928393075,Creditcard,Failed,0,Standard,58.03358928393075,Low,Sunday,0.0,23.213435713572302,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2020-03,24243.0,2020-03,0.0
T0225,2023-04-18,C298,Tablet,10.0,282.0102882048541,Paypal,Failed,0,Standard,2820.102882048541,Medium,Tuesday,0.0,1128.0411528194163,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2023-04,24280.0,2020-10,30.0
T0228,2022-04-03,C1613,Tablet,1.0,526.4327594609574,Paypal,Completed,0,High,526.4327594609574,Low,Sunday,0.0,210.57310378438297,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2022-04,24268.0,2020-03,25.0
T0230,2023-06-07,C1387,Headphones,1.0,933.2568077416644,Paypal,Completed,0,High,933.2568077416644,Medium,Wednesday,0.05,354.63758694183247,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2023-06,24282.0,2021-03,27.0
T0235,2020-03-31,C4657,Coffee Machine,162.0,523.122128544213,Creditcard,Completed,0,High,84745.7848241625,High,Tuesday,0.1,30508.482536698502,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-03,24243.0,2020-03,0.0
T0241,2022-12-09,C2398,Coffee Machine,1.0,643.7099744048677,Paypal,Failed,0,High,643.7099744048677,Low,Friday,0.05,244.6097902738497,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2022-12,24276.0,2020-04,32.0
T0242,2023-12-01,C2286,Coffee Machine,1.0,523.122128544213,Paypal,Completed,0,High,523.122128544213,Low,Friday,0.05,198.78640884680092,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2023-12,24288.0,2020-08,40.0
T0245,2021-07-30,C1417,Tablet,1.0,526.4327594609574,Cash,Failed,0,High,526.4327594609574,Low,Friday,0.0,210.57310378438297,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2021-07,24259.0,2021-03,4.0
T0248,2024-07-10,C2496,Headphones,431.0,242.13,Paypal,Failed,0,Standard,104358.03,High,Wednesday,0.0,41743.212,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2024-07,24295.0,2020-11,44.0
T0251,2023-04-17,C3631,Headphones,212.0,873.7449157057446,Creditcard,Failed,0,High,185233.92212961786,High,Monday,0.05,70388.89040925479,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2023-04,24280.0,2023-04,0.0
T0252,2022-03-01,C4052,Laptop,1.0,162.84533598386884,Creditcard,Completed,0,Standard,162.84533598386884,Low,Tuesday,0.1,58.62432095419279,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-03,24267.0,2021-08,7.0
T0253,2024-03-22,C1374,Laptop,1.0,115.6814182877149,Cash,Completed,0,Standard,115.6814182877149,Low,Friday,0.05,43.95893894933167,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2024-03,24291.0,2020-01,50.0
T0254,2021-11-14,C2859,Coffee Machine,165.0,115.37062226098816,Creditcard,Completed,0,Standard,19036.152673063047,High,Sunday,0.05,7233.738015763958,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2021-11,24263.0,2020-05,18.0
T0255,2021-01-12,C4435,Laptop,1.0,878.3307368842339,Creditcard,Failed,0,High,878.3307368842339,Medium,Tuesday,0.0,351.3322947536936,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-01,24253.0,2020-01,12.0
T0267,2021-01-18,C4543,Coffee Machine,1.0,699.4001442993365,Cash,Completed,0,High,699.4001442993365,Low,Monday,0.0,279.7600577197346,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2021-01,24253.0,2020-03,10.0
T0268,2023-12-01,C2381,Laptop,7.0,617.8889335532153,Paypal,Failed,0,High,4325.222534872508,Medium,Friday,0.0,1730.0890139490032,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-12,24288.0,2020-09,39.0
T0269,2024-08-11,C3990,Coffee Machine,1.0,810.4362003026442,Creditcard,Completed,0,High,810.4362003026442,Medium,Sunday,0.15,275.54830810289906,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2024-08,24296.0,2020-10,46.0
T0274,2023-02-08,C2934,Coffee Machine,8.0,58.90413474001046,Paypal,Failed,0,Standard,471.2330779200837,Low,Wednesday,0.0,188.4932311680335,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2023-02,24278.0,2020-03,35.0
T0278,2020-11-28,C1298,Coffee Machine,319.0,523.122128544213,Paypal,Completed,0,High,166875.95900560395,High,Saturday,0.0,66750.38360224158,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-11,24251.0,2020-11,0.0
T0282,2023-07-19,C1022,Laptop,5.0,526.0083393969253,Creditcard,Completed,0,High,2630.0416969846265,Medium,Wednesday,0.05,999.4158448541581,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-07,24283.0,2023-05,2.0
T0284,2022-10-04,C1301,Laptop,222.0,698.6577228569703,Cash,Pending,0,High,155102.0144742474,High,Tuesday,0.05,58938.76550021401,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-10,24274.0,2021-03,19.0
T0294,2023-07-24,C1719,Laptop,3.0,581.8841170252601,Creditcard,Completed,0,High,1745.6523510757804,Medium,Monday,0.0,698.2609404303122,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-07,24283.0,2020-01,42.0
T0299,2020-11-26,C1664,Headphones,1.0,132.95090982621306,Creditcard,Pending,0,Standard,132.95090982621306,Low,Thursday,0.15,45.20330934091244,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2020-11,24251.0,2020-08,3.0
T0302,2020-11-17,C2108,Headphones,2.0,540.8838356463486,Paypal,Completed,0,High,1081.7676712926973,Medium,Tuesday,0.1,389.43636166537107,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2020-11,24251.0,2020-06,5.0
T0303,2020-12-28,C4785,Smartphone,1.0,631.3593865496682,Creditcard,Completed,0,High,631.3593865496682,Low,Monday,0.05,239.91656688887394,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-12,24252.0,2020-01,11.0
T0304,2022-04-12,C1803,Laptop,5.0,140.6198774288747,Paypal,Completed,0,Standard,703.0993871443735,Low,Tuesday,0.1,253.1157793719745,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-04,24268.0,2020-01,27.0
T0311,2022-06-08,C3494,Coffee Machine,936.0,523.122128544213,Creditcard,Failed,0,High,489642.3123173833,High,Wednesday,0.05,186064.07868060566,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2022-06,24270.0,2021-12,6.0
T0313,2021-06-30,C654,Coffee Machine,1.0,776.0722527306448,Cash,Failed,0,High,776.0722527306448,Low,Wednesday,0.0,310.42890109225795,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2021-06,24258.0,2021-06,0.0
T0317,2022-09-19,C4635,Smartphone,1.0,983.6168855720676,Creditcard,Completed,0,High,983.6168855720676,Medium,Monday,0.0,393.4467542288271,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-09,24273.0,2020-06,27.0
T0319,2020-01-14,C3479,Headphones,410.0,424.9231685199768,Paypal,Completed,0,Standard,174218.49909319048,High,Tuesday,0.1,62718.65967354857,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2020-01,24241.0,2020-01,0.0
T0323,2024-11-02,C2361,Headphones,2.0,525.2337257881367,Creditcard,Pending,0,High,1050.4674515762733,Medium,Saturday,0.1,378.1682825674584,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2024-11,24299.0,2020-09,50.0
T0328,2024-10-09,C1878,Headphones,989.0,448.0931012413039,Cash,Completed,0,Standard,443164.07712764957,High,Wednesday,0.05,168402.34930850682,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2024-10,24298.0,2020-07,51.0
T0333,2023-12-29,C2256,Laptop,584.0,760.8401091670196,Creditcard,Not specified,0,High,444330.62375353946,High,Friday,0.05,168845.637026345,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-12,24288.0,2020-12,36.0
T0337,2023-03-02,C4233,Tablet,118.0,959.1751724156724,Cash,Completed,0,High,113182.67034504934,High,Thursday,0.0,45273.068138019735,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2023-03,24279.0,2022-07,8.0
T0338,2023-04-10,C4411,Coffee Machine,1.0,990.5678038370074,Cash,Pending,0,High,990.5678038370074,Medium,Monday,0.0,396.227121534803,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2023-04,24280.0,2021-03,25.0
T0339,2021-08-03,C3229,Coffee Machine,1.0,369.1381893846831,Cash,Completed,0,Standard,369.1381893846831,Low,Tuesday,0.0,147.65527575387324,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2021-08,24260.0,2020-01,19.0
T0351,2021-09-03,C3070,Smartphone,1.0,525.395978574806,Creditcard,Not specified,0,High,525.395978574806,Low,Friday,0.0,210.1583914299224,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2021-09,24261.0,2020-10,11.0
T0352,2022-10-16,C2080,Tablet,1.0,822.9978026249265,Cash,Completed,0,High,822.9978026249265,Medium,Sunday,0.2,263.35929683997654,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2022-10,24274.0,2020-03,31.0
T0355,2021-04-26,C1559,Tablet,5.0,742.8986999123656,Paypal,Failed,0,High,3714.493499561828,Medium,Monday,0.05,1411.5075298334946,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2021-04,24256.0,2020-01,15.0
T0358,2022-01-26,C215,Headphones,481.0,505.1016560358623,Cash,Completed,0,High,242953.89655324977,High,Wednesday,0.0,97181.55862129992,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-01,24265.0,2020-10,15.0
T0359,2022-11-29,C3357,Headphones,726.0,243.71280693140812,Paypal,Pending,0,Standard,176935.4978322023,High,Tuesday,0.1,63696.779219592834,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-11,24275.0,2020-06,29.0
T0370,2021-09-21,C2351,Headphones,5.0,525.2337257881367,Creditcard,Completed,0,High,2626.1686289406834,Medium,Tuesday,0.0,1050.4674515762733,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2021-09,24261.0,2020-06,15.0
T0373,2020-02-07,C1963,Coffee Machine,7.0,505.84,Creditcard,Pending,0,High,3540.8799999999997,Medium,Friday,0.05,1345.5343999999998,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-02,24242.0,2020-02,0.0
T0383,2020-09-18,C218,Tablet,1.0,111.88623908989376,Paypal,Completed,0,Standard,111.88623908989376,Low,Friday,0.0,44.75449563595751,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2020-09,24249.0,2020-03,6.0
T0385,2020-02-06,C1925,Headphones,171.0,355.31375075825906,Paypal,Not specified,0,Standard,60758.6513796623,High,Thursday,0.0,24303.46055186492,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2020-02,24242.0,2020-02,0.0
